Chromosome,Source,Feature,Start,End,Score,Strand,Frame,gene_id,gene_type,gene_name,level,tag,transcript_id,transcript_type,transcript_name,exon_number,exon_id,transcript_support_level,havana_transcript,hgnc_id,havana_gene,ont,protein_id,ccdsid,artif_dupl,length,ENSEMBL_ID,tx_length
chr6,HAVANA,gene,41101021,41138727,.,+,.,ENSG00000161912.19,transcribed_unprocessed_pseudogene,ADCY10P1,2,,,,,,,,,HGNC:44143,OTTHUMG00000014668.5,,,,,37706,ENSG00000161912,3848
chr6,HAVANA,gene,41101033,41140835,.,+,.,ENSG00000290554.2,lncRNA,ADCY10P1,2,overlaps_pseudogene,,,,,,,,HGNC:44143,,,,,,39802,ENSG00000290554,4569
chr6,HAVANA,gene,41149336,41154347,.,-,.,ENSG00000161911.12,protein_coding,TREML1,2,,,,,,,,,HGNC:20434,OTTHUMG00000016231.3,,,,,5011,ENSG00000161911,1262
chr6,HAVANA,gene,41154449,41177861,.,+,.,ENSG00000290034.2,lncRNA,ENSG00000290034,2,,,,,,,,,,,,,,,23412,ENSG00000290034,1339
chr6,HAVANA,gene,41158505,41163186,.,-,.,ENSG00000095970.17,protein_coding,TREM2,2,,,,,,,,,HGNC:17761,OTTHUMG00000014671.3,,,,,4681,ENSG00000095970,1012
chr6,HAVANA,gene,41179967,41186333,.,-,.,ENSG00000296086.1,lncRNA,ENSG00000296086,2,,,,,,,,,,,,,,,6366,ENSG00000296086,1130
chr6,HAVANA,gene,41189748,41201149,.,-,.,ENSG00000112195.9,protein_coding,TREML2,2,,,,,,,,,HGNC:21092,OTTHUMG00000016349.4,,,,,11401,ENSG00000112195,3785
chr6,HAVANA,gene,41200882,41223279,.,+,.,ENSG00000296815.1,lncRNA,ENSG00000296815,2,,,,,,,,,,,,,,,22397,ENSG00000296815,574
chr6,HAVANA,gene,41208541,41272128,.,-,.,ENSG00000290563.2,lncRNA,ENSG00000290563,2,overlaps_pseudogene,,,,,,,,,,,,,,63587,ENSG00000290563,1632
chr6,HAVANA,gene,41209633,41217947,.,-,.,ENSG00000184106.9,transcribed_unprocessed_pseudogene,TREML3P,2,,,,,,,,,HGNC:30806,OTTHUMG00000177313.1,,,,,8314,ENSG00000184106,501
chr6,HAVANA,gene,41228338,41238882,.,+,.,ENSG00000188056.12,protein_coding,TREML4,2,,,,,,,,,HGNC:30807,OTTHUMG00000016408.3,,,,,10544,ENSG00000188056,2545
chr6,ENSEMBL,gene,41239519,41239626,.,-,.,ENSG00000212176.1,rRNA_pseudogene,RNA5SP207,3,,,,,,,,,HGNC:43107,,,,,,107,ENSG00000212176,107
chr6,HAVANA,gene,41247368,41249649,.,+,.,ENSG00000225690.1,unprocessed_pseudogene,TREML5P,2,,,,,,,,,HGNC:30808,OTTHUMG00000154701.1,,,,,2281,ENSG00000225690,576
chr6,HAVANA,gene,41250850,41251097,.,+,.,ENSG00000274256.1,processed_pseudogene,ENSG00000274256,2,,,,,,,,,,OTTHUMG00000187617.1,,,,,247,ENSG00000274256,247
chr6,HAVANA,gene,41252695,41252858,.,+,.,ENSG00000278745.1,processed_pseudogene,ENSG00000278745,2,,,,,,,,,,OTTHUMG00000187619.1,,,,,163,ENSG00000278745,163
chr6,HAVANA,gene,41267099,41286682,.,-,.,ENSG00000124731.14,protein_coding,TREM1,1,overlapping_locus,,,,,,,,HGNC:17760,OTTHUMG00000014674.3,,,,,19583,ENSG00000124731,3252
chr6,HAVANA,gene,41269874,41270239,.,-,.,ENSG00000218809.1,unprocessed_pseudogene,ENSG00000218809,2,overlapping_locus,,,,,,,,,OTTHUMG00000014676.1,,,,,365,ENSG00000218809,365
chr6,ENSEMBL,gene,41302465,41302572,.,-,.,ENSG00000206745.1,snRNA,RNU6-643P,3,,,,,,,,,HGNC:47606,,,,,,107,ENSG00000206745,107
chr6,HAVANA,gene,41308165,41308565,.,-,.,ENSG00000213461.3,processed_pseudogene,RPL32P15,1,pseudo_consens,,,,,,,,HGNC:36119,OTTHUMG00000014677.1,,,,,400,ENSG00000213461,400
chr6,HAVANA,gene,41319028,41320443,.,+,.,ENSG00000306154.1,lncRNA,ENSG00000306154,2,,,,,,,,,,,,,,,1415,ENSG00000306154,1127
chr6,HAVANA,gene,41335607,41350889,.,+,.,ENSG00000096264.14,protein_coding,NCR2,2,,,,,,,,,HGNC:6732,OTTHUMG00000014678.6,,,,,15282,ENSG00000096264,1154
chr6,HAVANA,gene,41367572,41371676,.,-,.,ENSG00000300198.1,lncRNA,ENSG00000300198,2,,,,,,,,,,,,,,,4104,ENSG00000300198,726
chr6,HAVANA,gene,41369120,41372436,.,+,.,ENSG00000300220.1,lncRNA,ENSG00000300220,2,,,,,,,,,,,,,,,3316,ENSG00000300220,1118
chr6,HAVANA,gene,41374023,41376148,.,+,.,ENSG00000294360.1,lncRNA,ENSG00000294360,2,,,,,,,,,,,,,,,2125,ENSG00000294360,2031
chr6,HAVANA,gene,41380345,41383144,.,-,.,ENSG00000307671.1,lncRNA,ENSG00000307671,2,,,,,,,,,,,,,,,2799,ENSG00000307671,775
chr6,HAVANA,gene,41381391,41381832,.,-,.,ENSG00000279284.1,TEC,ENSG00000279284,2,,,,,,,,,,OTTHUMG00000046223.1,,,,,441,ENSG00000279284,441
chr6,HAVANA,gene,41405818,41406561,.,+,.,ENSG00000280371.1,TEC,ENSG00000280371,2,,,,,,,,,,OTTHUMG00000046224.1,,,,,743,ENSG00000280371,743
chr6,HAVANA,gene,41426734,41429313,.,-,.,ENSG00000298479.1,lncRNA,ENSG00000298479,2,,,,,,,,,,,,,,,2579,ENSG00000298479,463
chr6,HAVANA,gene,41436971,41562194,.,-,.,ENSG00000234753.8,lncRNA,FOXP4-AS1,2,,,,,,,,,HGNC:50332,OTTHUMG00000014680.3,,,,,125223,ENSG00000234753,1608
chr6,HAVANA,gene,41442938,41448127,.,+,.,ENSG00000295120.1,lncRNA,ENSG00000295120,2,,,,,,,,,,,,,,,5189,ENSG00000295120,838
chr6,HAVANA,gene,41499032,41519852,.,+,.,ENSG00000226917.7,lncRNA,LINC01276,2,,,,,,,,,HGNC:50333,OTTHUMG00000067927.5,,,,,20820,ENSG00000226917,1373
chr6,HAVANA,gene,41546380,41602384,.,+,.,ENSG00000137166.18,protein_coding,FOXP4,2,ncRNA_host,,,,,,,,HGNC:20842,OTTHUMG00000014679.9,,,,,56004,ENSG00000137166,5994
chr6,HAVANA,gene,41576687,41578704,.,-,.,ENSG00000306207.1,lncRNA,ENSG00000306207,2,,,,,,,,,,,,,,,2017,ENSG00000306207,577
chr6,ENSEMBL,gene,41598722,41598788,.,+,.,ENSG00000266494.1,miRNA,MIR4641,3,,,,,,,,,HGNC:41835,,,,,,66,ENSG00000266494,66
chr6,HAVANA,gene,41636881,41654244,.,+,.,ENSG00000112559.15,protein_coding,MDFI,2,,,,,,,,,HGNC:6967,OTTHUMG00000014681.7,,,,,17363,ENSG00000112559,1913
chr6,HAVANA,gene,41666905,41667649,.,+,.,ENSG00000230913.1,processed_pseudogene,NPM1P51,1,pseudo_consens,,,,,,,,HGNC:45230,OTTHUMG00000014682.2,,,,,744,ENSG00000230913,744
chr6,HAVANA,gene,41682541,41683458,.,+,.,ENSG00000309839.1,lncRNA,ENSG00000309839,2,,,,,,,,,,,,,,,917,ENSG00000309839,422
chr6,HAVANA,gene,41683977,41736259,.,-,.,ENSG00000112561.19,protein_coding,TFEB,2,,,,,,,,,HGNC:11753,OTTHUMG00000014684.13,,,,,52282,ENSG00000112561,3605
chr6,HAVANA,gene,41720395,41734032,.,+,.,ENSG00000231102.1,lncRNA,ENSG00000231102,2,,,,,,,,,,OTTHUMG00000046284.2,,,,,13637,ENSG00000231102,408
chr6,HAVANA,gene,41736710,41754109,.,-,.,ENSG00000096088.16,protein_coding,PGC,1,,,,,,,,,HGNC:8890,OTTHUMG00000014683.7,,,,,17399,ENSG00000096088,1371
chr6,HAVANA,gene,41764291,41764460,.,-,.,ENSG00000269387.1,lncRNA,ENSG00000269387,2,,,,,,,,,,OTTHUMG00000183011.1,,,,,169,ENSG00000269387,169
chr6,HAVANA,gene,41770175,41786542,.,-,.,ENSG00000137218.10,protein_coding,FRS3,2,,,,,,,,,HGNC:16970,OTTHUMG00000014686.6,,,,,16367,ENSG00000137218,2174
chr6,HAVANA,gene,41780348,41790141,.,+,.,ENSG00000124593.16,protein_coding,ENSG00000124593,2,readthrough_gene,,,,,,,,,OTTHUMG00000014685.9,,,,,9793,ENSG00000124593,3947
chr6,HAVANA,gene,41780781,41787452,.,+,.,ENSG00000278224.7,protein_coding,PRICKLE4,2,overlapping_locus,,,,,,,,HGNC:16805,OTTHUMG00000188149.5,,,,,6671,ENSG00000278224,2098
chr6,HAVANA,gene,41787661,41789898,.,+,.,ENSG00000214736.8,protein_coding,TOMM6,2,overlapping_locus,,,,,,,,HGNC:34528,OTTHUMG00000137505.1,,,,,2237,ENSG00000214736,637
chr6,HAVANA,gene,41789895,41895375,.,-,.,ENSG00000164663.15,protein_coding,USP49,2,overlapping_locus,,,,,,,,HGNC:20078,OTTHUMG00000014688.10,,,,,105480,ENSG00000164663,9034
chr6,HAVANA,gene,41791409,41791477,.,+,.,ENSG00000268745.1,lncRNA,ENSG00000268745,2,,,,,,,,,,OTTHUMG00000183012.1,,,,,68,ENSG00000268745,68
chr6,HAVANA,gene,41793313,41921139,.,-,.,ENSG00000288721.1,protein_coding,ENSG00000288721,2,readthrough_gene,,,,,,,,,OTTHUMG00000014688.10,,,,,127826,ENSG00000288721,6172
chr6,ENSEMBL,gene,41832853,41832993,.,+,.,ENSG00000206977.1,snoRNA,ENSG00000206977,3,,,,,,,,,,,,,,,140,ENSG00000206977,140
chr6,HAVANA,gene,41868621,41869731,.,+,.,ENSG00000227516.1,lncRNA,ENSG00000227516,2,,,,,,,,,,OTTHUMG00000046310.1,,,,,1110,ENSG00000227516,403
chr6,HAVANA,gene,41895658,41896394,.,+,.,ENSG00000298081.1,lncRNA,ENSG00000298081,2,,,,,,,,,,,,,,,736,ENSG00000298081,592
chr6,HAVANA,gene,41895697,41897821,.,-,.,ENSG00000298067.1,lncRNA,ENSG00000298067,2,,,,,,,,,,,,,,,2124,ENSG00000298067,1563
chr6,HAVANA,gene,41905353,41921139,.,-,.,ENSG00000124641.16,protein_coding,MED20,2,overlapping_locus,,,,,,,,HGNC:16840,OTTHUMG00000014689.7,,,,,15786,ENSG00000124641,2602
chr6,ENSEMBL,gene,41917415,41917526,.,-,.,ENSG00000207371.1,misc_RNA,Y_RNA,3,,,,,,,,,,,,,,,111,ENSG00000207371,111
chr6,HAVANA,gene,41921228,41933050,.,+,.,ENSG00000112578.11,protein_coding,BYSL,2,,,,,,,,,HGNC:1157,OTTHUMG00000014687.3,,,,,11822,ENSG00000112578,1992
chr6,HAVANA,gene,41934933,42050357,.,-,.,ENSG00000112576.13,protein_coding,CCND3,2,ncRNA_host,,,,,,,,HGNC:1585,OTTHUMG00000014690.8,,,,,115424,ENSG00000112576,2394
chr6,HAVANA,gene,41997297,41997997,.,+,.,ENSG00000300006.1,lncRNA,ENSG00000300006,2,,,,,,,,,,,,,,,700,ENSG00000300006,543
chr6,ENSEMBL,gene,42018407,42018514,.,-,.,ENSG00000206875.1,snRNA,RNU6-761P,3,,,,,,,,,HGNC:47724,,,,,,107,ENSG00000206875,107
chr6,HAVANA,gene,42030052,42031382,.,+,.,ENSG00000223946.1,lncRNA,ENSG00000223946,2,,,,,,,,,,OTTHUMG00000014691.1,,,,,1330,ENSG00000223946,161
chr6,HAVANA,gene,42050512,42087461,.,+,.,ENSG00000137413.17,protein_coding,TAF8,1,,,,,,,,,HGNC:17300,OTTHUMG00000014692.4,,,,,36949,ENSG00000137413,6678
chr6,HAVANA,gene,42092232,42142620,.,-,.,ENSG00000188112.10,protein_coding,C6orf132,1,,,,,,,,,HGNC:21288,OTTHUMG00000014695.5,,,,,50388,ENSG00000188112,16183
chr6,HAVANA,gene,42155405,42163418,.,+,.,ENSG00000287363.4,protein_coding,CIMIP3,2,overlapping_locus,,,,,,,,HGNC:55126,OTTHUMG00000014693.4,,,,,8013,ENSG00000287363,647
chr6,HAVANA,gene,42155405,42180056,.,+,.,ENSG00000290147.1,protein_coding,GUCA1ANB-GUCA1A,2,readthrough_gene,,,,,,,,HGNC:56129,OTTHUMG00000014696.4,,,,,24651,ENSG00000290147,2233
chr6,HAVANA,gene,42173363,42181338,.,+,.,ENSG00000048545.18,protein_coding,GUCA1A,2,overlapping_locus,,,,,,,,HGNC:4678,OTTHUMG00000014696.4,,,,,7975,ENSG00000048545,2520
chr6,HAVANA,gene,42183283,42194956,.,-,.,ENSG00000112599.9,protein_coding,GUCA1B,2,,,,,,,,,HGNC:4679,OTTHUMG00000014697.2,,,,,11673,ENSG00000112599,2270
chr6,HAVANA,gene,42191656,42192087,.,-,.,ENSG00000289216.2,lncRNA,ENSG00000289216,2,overlapping_locus,,,,,,,,,,,,,,431,ENSG00000289216,431
chr6,HAVANA,gene,42206693,42217861,.,-,.,ENSG00000048544.7,protein_coding,MRPS10,2,,,,,,,,,HGNC:14502,OTTHUMG00000014694.2,,,,,11168,ENSG00000048544,2243
chr6,HAVANA,gene,42224930,42452051,.,-,.,ENSG00000124496.13,protein_coding,TRERF1,2,,,,,,,,,HGNC:18273,OTTHUMG00000014698.2,,,,,227121,ENSG00000124496,7844
chr6,HAVANA,gene,42317372,42318685,.,+,.,ENSG00000306367.1,lncRNA,ENSG00000306367,2,,,,,,,,,,,,,,,1313,ENSG00000306367,391
chr6,HAVANA,gene,42452306,42457184,.,+,.,ENSG00000293992.1,lncRNA,ENSG00000293992,2,,,,,,,,,,,,,,,4878,ENSG00000293992,1078
chr6,HAVANA,gene,42499709,42500022,.,+,.,ENSG00000237107.3,processed_pseudogene,RPL36AP5,1,pseudo_consens,,,,,,,,HGNC:21258,OTTHUMG00000014699.2,,,,,313,ENSG00000237107,313
chr6,HAVANA,gene,42536623,42538189,.,-,.,ENSG00000304177.1,lncRNA,ENSG00000304177,2,,,,,,,,,,,,,,,1566,ENSG00000304177,598
chr6,HAVANA,gene,42547477,42548248,.,-,.,ENSG00000308738.1,lncRNA,ENSG00000308738,2,,,,,,,,,,,,,,,771,ENSG00000308738,771
chr6,HAVANA,gene,42547486,42563402,.,+,.,ENSG00000308721.1,lncRNA,ENSG00000308721,2,,,,,,,,,,,,,,,15916,ENSG00000308721,1161
chr6,HAVANA,gene,42564028,42693505,.,+,.,ENSG00000024048.11,protein_coding,UBR2,2,ncRNA_host,,,,,,,,HGNC:21289,OTTHUMG00000014703.2,,,,,129477,ENSG00000024048,7891
chr6,HAVANA,gene,42600371,42617042,.,-,.,ENSG00000310435.1,lncRNA,ENSG00000310435,2,,,,,,,,,,,,,,,16671,ENSG00000310435,544
chr6,ENSEMBL,gene,42664161,42664268,.,+,.,ENSG00000206848.1,snRNA,RNU6-890P,3,,,,,,,,,HGNC:47853,,,,,,107,ENSG00000206848,107
chr6,HAVANA,gene,42694757,42697721,.,+,.,ENSG00000308061.1,lncRNA,ENSG00000308061,2,,,,,,,,,,,,,,,2964,ENSG00000308061,377
chr6,HAVANA,gene,42696597,42722597,.,-,.,ENSG00000112619.8,protein_coding,PRPH2,2,,,,,,,,,HGNC:9942,OTTHUMG00000014701.3,,,,,26000,ENSG00000112619,3001
chr6,HAVANA,gene,42723305,42727839,.,-,.,ENSG00000299695.1,lncRNA,ENSG00000299695,2,,,,,,,,,,,,,,,4534,ENSG00000299695,912
chr6,HAVANA,gene,42727233,42727700,.,+,.,ENSG00000213435.3,processed_pseudogene,ATP6V0CP3,1,pseudo_consens,,,,,,,,HGNC:40001,OTTHUMG00000014702.1,,,,,467,ENSG00000213435,467
chr6,HAVANA,gene,42744497,42746103,.,-,.,ENSG00000124659.7,protein_coding,TBCC,2,,,,,,,,,HGNC:11580,OTTHUMG00000014704.2,,,,,1606,ENSG00000124659,1606
chr6,HAVANA,gene,42782051,42868558,.,+,.,ENSG00000112624.14,protein_coding,BICRAL,2,,,,,,,,,HGNC:21111,OTTHUMG00000014706.3,,,,,86507,ENSG00000112624,6515
chr6,HAVANA,gene,42879615,42889925,.,+,.,ENSG00000146223.16,protein_coding,RPL7L1,2,,,,,,,,,HGNC:21370,OTTHUMG00000014710.5,,,,,10310,ENSG00000146223,4499
chr6,HAVANA,gene,42890264,42890821,.,-,.,ENSG00000221821.4,protein_coding,C6orf226,2,,,,,,,,,HGNC:34431,OTTHUMG00000156926.2,,,,,557,ENSG00000221821,557
chr6,HAVANA,gene,42893760,42903072,.,-,.,ENSG00000288010.2,lncRNA,ENSG00000288010,2,,,,,,,,,,OTTHUMG00000194213.1,,,,,9312,ENSG00000288010,1333
chr6,HAVANA,gene,42915988,42925838,.,+,.,ENSG00000171611.10,protein_coding,PTCRA,2,,,,,,,,,HGNC:21290,OTTHUMG00000014709.2,,,,,9850,ENSG00000171611,1125
chr6,HAVANA,gene,42927685,42929752,.,-,.,ENSG00000287825.4,lncRNA,ENSG00000287825,2,,,,,,,,,,OTTHUMG00000194671.1,,,,,2067,ENSG00000287825,1549
chr6,HAVANA,gene,42929479,42939294,.,+,.,ENSG00000137161.18,protein_coding,CNPY3,2,,,,,,,,,HGNC:11968,OTTHUMG00000014708.2,,,,,9815,ENSG00000137161,1431
chr6,HAVANA,gene,42940363,42948360,.,+,.,ENSG00000231113.2,lncRNA,LINC02976,2,,,,,,,,,HGNC:56026,OTTHUMG00000014707.3,,,,,7997,ENSG00000231113,984
chr6,HAVANA,gene,42942205,42943429,.,-,.,ENSG00000294356.1,lncRNA,ENSG00000294356,2,,,,,,,,,,,,,,,1224,ENSG00000294356,695
chr6,HAVANA,gene,42956344,42956765,.,-,.,ENSG00000181524.6,processed_pseudogene,RPL24P4,1,pseudo_consens,,,,,,,,HGNC:21371,OTTHUMG00000014711.2,,,,,421,ENSG00000181524,421
chr6,HAVANA,gene,42960753,42963880,.,+,.,ENSG00000124713.6,protein_coding,GNMT,2,,,,,,,,,HGNC:4415,OTTHUMG00000014712.2,,,,,3127,ENSG00000124713,1076
chr6,HAVANA,gene,42963864,42979181,.,-,.,ENSG00000124587.14,protein_coding,PEX6,2,,,,,,,,,HGNC:8859,OTTHUMG00000014713.2,,,,,15317,ENSG00000124587,3444
chr6,HAVANA,gene,42980537,42984345,.,-,.,ENSG00000290049.2,lncRNA,ENSG00000290049,2,,,,,,,,,,,,,,,3808,ENSG00000290049,778
chr6,HAVANA,gene,42984552,43012342,.,+,.,ENSG00000112640.16,protein_coding,PPP2R5D,1,,,,,,,,,HGNC:9312,OTTHUMG00000014716.5,,,,,27790,ENSG00000112640,3162
chr6,HAVANA,gene,43011142,43016868,.,-,.,ENSG00000124733.5,protein_coding,MEA1,2,,,,,,,,,HGNC:6986,OTTHUMG00000014717.4,,,,,5726,ENSG00000124733,2152
chr6,HAVANA,gene,43014102,43021298,.,+,.,ENSG00000124702.19,protein_coding,KLHDC3,2,,,,,,,,,HGNC:20704,OTTHUMG00000014714.3,,,,,7196,ENSG00000124702,1903
chr6,HAVANA,gene,43021622,43034156,.,+,.,ENSG00000124541.7,protein_coding,RRP36,2,,,,,,,,,HGNC:21374,OTTHUMG00000014715.3,,,,,12534,ENSG00000124541,1183
chr6,HAVANA,gene,43033896,43034405,.,-,.,ENSG00000272223.1,lncRNA,ENSG00000272223,2,,,,,,,,,,OTTHUMG00000185747.1,,,,,509,ENSG00000272223,509
chr6,ENSEMBL,gene,43036195,43036500,.,-,.,ENSG00000240625.3,misc_RNA,RN7SL403P,3,,,,,,,,,HGNC:46419,,,,,,305,ENSG00000240625,305
chr6,HAVANA,gene,43037616,43053943,.,-,.,ENSG00000044090.13,protein_coding,CUL7,2,overlapping_locus,,,,,,,,HGNC:21024,OTTHUMG00000014718.2,,,,,16327,ENSG00000044090,5947
chr6,HAVANA,gene,43040776,43075095,.,+,.,ENSG00000137171.15,protein_coding,KLC4,1,,,,,,,,,HGNC:21624,OTTHUMG00000014720.8,,,,,34319,ENSG00000137171,3604
chr6,HAVANA,gene,43051065,43058185,.,-,.,ENSG00000288564.1,protein_coding,ENSG00000288564,2,readthrough_gene,,,,,,,,,OTTHUMG00000195946.1,,,,,7120,ENSG00000288564,1886
chr6,HAVANA,gene,43054028,43059438,.,-,.,ENSG00000112651.12,protein_coding,MRPL2,1,overlapping_locus,,,,,,,,HGNC:14056,OTTHUMG00000014719.3,,,,,5410,ENSG00000112651,1216
chr6,HAVANA,gene,43074324,43077310,.,-,.,ENSG00000272170.2,lncRNA,KLC4-AS1,2,,,,,,,,,HGNC:55228,OTTHUMG00000185748.1,,,,,2986,ENSG00000272170,1250
chr6,HAVANA,gene,43076306,43161719,.,+,.,ENSG00000112655.16,protein_coding,PTK7,2,,,,,,,,,HGNC:9618,OTTHUMG00000014721.5,,,,,85413,ENSG00000112655,5282
chr6,HAVANA,gene,43095593,43108003,.,+,.,ENSG00000298885.1,lncRNA,ENSG00000298885,2,overlapping_locus,,,,,,,,,,,,,,12410,ENSG00000298885,427
chr6,HAVANA,gene,43168951,43171316,.,-,.,ENSG00000307823.1,lncRNA,ENSG00000307823,2,,,,,,,,,,,,,,,2365,ENSG00000307823,2365
chr6,HAVANA,gene,43171268,43181506,.,+,.,ENSG00000112658.8,protein_coding,SRF,2,,,,,,,,,HGNC:11291,OTTHUMG00000014722.3,,,,,10238,ENSG00000112658,4231
chr6,HAVANA,gene,43173024,43174667,.,-,.,ENSG00000294565.1,lncRNA,ENSG00000294565,2,,,,,,,,,,,,,,,1643,ENSG00000294565,659
chr6,HAVANA,gene,43182183,43224587,.,+,.,ENSG00000112659.14,protein_coding,CUL9,1,,,,,,,,,HGNC:15982,OTTHUMG00000014723.4,,,,,42404,ENSG00000112659,8150
chr6,HAVANA,gene,43213800,43223860,.,-,.,ENSG00000245261.1,lncRNA,ENSG00000245261,2,,,,,,,,,,OTTHUMG00000159928.1,,,,,10060,ENSG00000245261,980
chr6,HAVANA,gene,43225628,43229481,.,-,.,ENSG00000112667.13,protein_coding,DNPH1,2,,,,,,,,,HGNC:21218,OTTHUMG00000014724.2,,,,,3853,ENSG00000112667,834
chr6,HAVANA,gene,43243480,43288258,.,+,.,ENSG00000146216.14,protein_coding,TTBK1,1,,,,,,,,,HGNC:19140,OTTHUMG00000014725.7,,,,,44778,ENSG00000146216,7130
chr6,HAVANA,gene,43295693,43305538,.,+,.,ENSG00000137204.15,protein_coding,SLC22A7,2,,,,,,,,,HGNC:10971,OTTHUMG00000014726.7,,,,,9845,ENSG00000137204,2559
chr6,HAVANA,gene,43299709,43308826,.,-,.,ENSG00000146215.14,protein_coding,CRIP3,2,overlapping_locus,,,,,,,,HGNC:17751,OTTHUMG00000014727.2,,,,,9117,ENSG00000146215,991
chr6,HAVANA,gene,43307133,43369647,.,-,.,ENSG00000171467.16,protein_coding,ZNF318,2,overlapping_locus,,,,,,,,HGNC:13578,OTTHUMG00000014732.4,,,,,62514,ENSG00000171467,8210
chr6,HAVANA,gene,43310230,43310357,.,+,.,ENSG00000219222.1,processed_pseudogene,RPL12P47,2,,,,,,,,,HGNC:51939,OTTHUMG00000014728.1,,,,,127,ENSG00000219222,127
chr6,HAVANA,gene,43328133,43328476,.,+,.,ENSG00000220614.1,processed_pseudogene,RPL34P14,1,pseudo_consens,,,,,,,,HGNC:35927,OTTHUMG00000014729.1,,,,,343,ENSG00000220614,343
chr6,HAVANA,gene,43332182,43333289,.,+,.,ENSG00000303420.1,lncRNA,ENSG00000303420,2,,,,,,,,,,,,,,,1107,ENSG00000303420,463
chr6,HAVANA,gene,43363478,43364219,.,+,.,ENSG00000179157.4,processed_pseudogene,RPS2P28,1,pseudo_consens,,,,,,,,HGNC:35780,OTTHUMG00000014730.1,,,,,741,ENSG00000179157,741
chr6,HAVANA,gene,43364219,43364294,.,+,.,ENSG00000226558.1,processed_pseudogene,ENSG00000226558,1,pseudo_consens,,,,,,,,,OTTHUMG00000014731.1,,,,,75,ENSG00000226558,75
chr6,HAVANA,gene,43370025,43425283,.,+,.,ENSG00000287055.1,lncRNA,ENSG00000287055,2,,,,,,,,,,OTTHUMG00000195584.1,,,,,55258,ENSG00000287055,1628
chr6,HAVANA,gene,43403814,43408341,.,-,.,ENSG00000287266.1,lncRNA,ENSG00000287266,2,,,,,,,,,,OTTHUMG00000194314.1,,,,,4527,ENSG00000287266,588
chr6,HAVANA,gene,43427365,43450430,.,+,.,ENSG00000124574.16,protein_coding,ABCC10,2,ncRNA_host,,,,,,,,HGNC:52,OTTHUMG00000014733.5,,,,,23065,ENSG00000124574,9466
chr6,ENSEMBL,gene,43434541,43434620,.,+,.,ENSG00000276770.1,miRNA,MIR6780B,3,,,,,,,,,HGNC:50237,,,,,,79,ENSG00000276770,79
chr6,HAVANA,gene,43450351,43456632,.,-,.,ENSG00000171462.15,protein_coding,DLK2,2,,,,,,,,,HGNC:21113,OTTHUMG00000014735.3,,,,,6281,ENSG00000171462,2038
chr6,ENSEMBL,gene,43474185,43474292,.,+,.,ENSG00000207076.1,snRNA,RNU6-1113P,3,,,,,,,,,HGNC:48076,,,,,,107,ENSG00000207076,107
chr6,HAVANA,gene,43477522,43506556,.,+,.,ENSG00000137221.14,protein_coding,TJAP1,2,,,,,,,,,HGNC:17949,OTTHUMG00000014736.8,,,,,29034,ENSG00000137221,4208
chr6,HAVANA,gene,43506967,43510346,.,-,.,ENSG00000204052.5,protein_coding,LRRC73,2,,,,,,,,,HGNC:21375,OTTHUMG00000014737.1,,,,,3379,ENSG00000204052,1782
chr6,HAVANA,gene,43509701,43562419,.,+,.,ENSG00000171453.20,protein_coding,POLR1C,2,ncRNA_host,,,,,,,,HGNC:20194,OTTHUMG00000014739.13,,,,,52718,ENSG00000171453,2444
chr6,HAVANA,gene,43511831,43516985,.,-,.,ENSG00000137207.12,protein_coding,YIPF3,1,,,,,,,,,HGNC:21023,OTTHUMG00000014738.6,,,,,5154,ENSG00000137207,1674
chr6,HAVANA,gene,43519179,43519724,.,-,.,ENSG00000271754.1,lncRNA,ENSG00000271754,2,,,,,,,,,,OTTHUMG00000185749.1,,,,,545,ENSG00000271754,545
chr6,HAVANA,gene,43522333,43576038,.,-,.,ENSG00000124571.18,protein_coding,XPO5,2,overlapping_locus,,,,,,,,HGNC:17675,OTTHUMG00000014742.11,,,,,53705,ENSG00000124571,5323
chr6,HAVANA,gene,43538821,43539703,.,-,.,ENSG00000219470.1,processed_pseudogene,RPS2P29,1,overlapping_locus,,,,,,,,HGNC:36011,OTTHUMG00000014740.1,,,,,882,ENSG00000219470,882
chr6,ENSEMBL,gene,43544143,43544270,.,+,.,ENSG00000252218.1,scaRNA,ENSG00000252218,3,,,,,,,,,,,,,,,127,ENSG00000252218,127
chr6,HAVANA,gene,43576184,43620523,.,+,.,ENSG00000170734.12,protein_coding,POLH,2,,,,,,,,,HGNC:9181,OTTHUMG00000014743.3,,,,,44339,ENSG00000170734,8368
chr6,HAVANA,gene,43588229,43591362,.,-,.,ENSG00000203362.2,lncRNA,POLH-AS1,2,,,,,,,,,HGNC:40459,OTTHUMG00000014741.1,,,,,3133,ENSG00000203362,990
chr6,HAVANA,gene,43605315,43629264,.,-,.,ENSG00000172432.19,protein_coding,GTPBP2,2,,,,,,,,,HGNC:4670,OTTHUMG00000014744.13,,,,,23949,ENSG00000172432,3031
chr6,HAVANA,gene,43629539,43640941,.,+,.,ENSG00000124688.14,protein_coding,MAD2L1BP,2,,,,,,,,,HGNC:21059,OTTHUMG00000014747.2,,,,,11402,ENSG00000124688,1517
chr6,HAVANA,gene,43645035,43672600,.,+,.,ENSG00000172426.16,protein_coding,RSPH9,2,,,,,,,,,HGNC:21057,OTTHUMG00000014746.2,,,,,27565,ENSG00000172426,2586
